YEAR,MONTH,DAY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,FATALITIES,INJURED / INFECTED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,MAGNITUDE,PLACE
2001,Jun,1,natural,meteorological - hydrological,flood,SIN,SIN,209423910000,12848093,0.0,peace river area bc
1957,Oct,15,natural,geological,landslide,0,0.0,,nan,0.0,peace river bc
2012,Sep,9,natural,meteorological - hydrological,fire,0,0.0,00000,00,SIN,peachland bc
2002,Jun,23,natural,meteorological - hydrological,fire,0,0.0,00000,00,0.0,"peerless lake, trout lake ab"
1998,Sep,2,technology,transportation accident,air,229,0.0,,nan,0.0,peggy's cove ns
1984,Oct,6,natural,meteorological - hydrological,flood,1,0.0,39991120000,3959517,0.0,pemberton area bc
2007,Aug,1,natural,meteorological - hydrological,storm,0,0.0,190739330000,10264000,0.0,"peninsulas of avalon, burin and bonavista nl"
1987,Apr,2,natural,meteorological - hydrological,flood,0,0.0,78722840000,6895431,0.0,perth-andover nb
2012,Mar,23,natural,meteorological - hydrological,flood,SIN,SIN,197780000000,9750863,SIN,perth-andover nb
1976,Dec,26,technology,fire,residential,21,0.0,,nan,0.0,petty harbour nl
1918,Jan,23,technology,explosion,non-residential,88,11.0,,nan,0.0,pictou county ns
1952,Jan,14,technology,explosion,non-residential,19,0.0,,nan,0.0,pictou county ns
1928,Apr,1,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,pike lake sk
1976,Feb,1,technology,explosion,non-residential,0,0.0,,nan,0.0,pincher creek ab
2000,Jul,14,natural,meteorological - hydrological,air,12,140.0,33853310000,2129139,0.0,pine lake ab
1934,Apr,16,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,plaster rock nb
1994,Apr,16,natural,meteorological - hydrological,flood,0,0.0,570256980000,39924643,0.0,plaster rock nb and lower st. lawrence region qc
1992,May,9,technology,explosion,non-residential,26,0.0,,nan,0.0,plymouth ns
1995,Jan,1,natural,meteorological - hydrological,flood,0,0.0,358300000,24541,0.0,poplar bay ab
1964,Mar,28,natural,geological,tsunami,0,0.0,,nan,8.0,port alberni bc
1992,Jan,31,technology,hazardous chemicals,leak / spill release,0,0.0,,nan,0.0,port au choix nl
2008,Feb,18,natural,meteorological - hydrological,flood,0,0.0,00000,00,0.0,port bruce on
1998,Jul,10,technology,hazardous chemicals,derailment release,0,0.0,,nan,0.0,portage la prairie mb
1922,Jun,22,natural,meteorological - hydrological,air,5,0.0,,nan,0.0,portage la prairie mb
2010,Jan,12,natural,geological,earthquake,58,31.0,7500000000000,386266094,7.0,"port-au-prince, haiti"
1992,Mar,13,technology,hazardous chemicals,marine release,0,0.0,,nan,0.0,port-aux-basques nl
1969,Feb,9,natural,geological,landslide,3,1.0,,nan,0.0,porteau bc
1910,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1914,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1917,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1918,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1919,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1920,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1989,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1990,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,5818915450000,445325162,0.0,prairie provinces
1991,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,1465570190000,106200738,0.0,prairie provinces
1992,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,5805975230000,414712516,0.0,prairie provinces
1993,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1924,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1929,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1931,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1941,Mar,14,natural,meteorological - hydrological,storm,76,0.0,00000,00,0.0,prairie provinces
1947,Jan,30,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,prairie provinces
1958,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1959,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1960,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1961,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1962,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1963,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1964,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1967,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1968,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1969,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1973,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1974,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1977,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1981,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,18540000,2247,0.0,prairie provinces
1983,Mar,6,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,prairie provinces
1983,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1984,Jun,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1986,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,prairie provinces
1992,Jan,1,natural,meteorological - hydrological,cold event,0,0.0,20000000000,1428571,0.0,prairies provinces and ontario
1999,Sep,7,natural,meteorological - hydrological,flood,0,0.0,14413670000,930915,0.0,prince edward island
2003,Mar,31,natural,meteorological - hydrological,storm,0,SIN,18691140000,1090923,0.0,prince edward island
2008,Jan,28,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,prince edward island
2003,Mar,31,natural,meteorological - hydrological,flood,0,0.0,23819050000,1390217,0.0,prince edward island
1962,Jan,1,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,prince edward island
1966,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,,nan,0.0,prince edward island
1982,Feb,22,natural,meteorological - hydrological,storm,0,0.0,15850540000,1732299,0.0,prince edward island
2008,Dec,13,natural,meteorological - hydrological,storm,SIN,SIN,00000,00,SIN,prince edward island
1993,Jan,1,natural,biological,infestation/epidemic/pandemic,0,0.0,,nan,0.0,prince edward island and new brunswick
2007,Dec,10,natural,meteorological - hydrological,flood,0,0.0,75000000000,4035874,0.0,prince george bc
1972,May,1,natural,meteorological - hydrological,flood,0,0.0,53000000000,14520548,0.0,prince george bc
1957,Nov,22,natural,geological,landslide,7,0.0,,nan,0.0,prince rupert bc
1989,Mar,13,natural,meteorological - hydrological,storm,SIN,SIN,,nan,SIN,province of quebec
2008,Jun,10,natural,meteorological - hydrological,fire,0,0.0,00000,00,0.0,pukatawagan mb
1969,Jan,1,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,qu'appelle river basin sk
1993,Jul,29,natural,meteorological - hydrological,flood,0,0.0,100172380000,7021429,0.0,quebec
1995,Jan,1,natural,meteorological - hydrological,flood,0,0.0,574780000,39368,0.0,quebec
2001,Feb,10,natural,meteorological - hydrological,storm,6,11.0,1438950000000,88279141,0.0,quebec
2005,Aug,31,natural,meteorological - hydrological,flood,SIN,SIN,95675670000,5364991,0.0,quebec
2008,Jan,9,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,quebec
1976,Mar,1,natural,meteorological - hydrological,flood,0,0.0,205000000000,39549839,0.0,quebec
1981,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,,nan,0.0,quebec
1984,Jan,1,natural,meteorological - hydrological,cold event,0,0.0,,nan,0.0,quebec
2008,Jul,31,natural,meteorological - hydrological,storm,2,0.0,14991160000,788317,0.0,quebec and new brunswick
1993,Nov,1,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,quebec and ontario
1955,Jul,1,natural,meteorological - hydrological,fire,0,0.0,244027750000,103841596,0.0,quebec and ontario
2012,Jul,31,natural,biological,infestation/epidemic/pandemic,13,180.0,00000,00,SIN,quebec city
1907,Aug,29,technology,infrastructure failure,vehicle,75,0.0,,nan,0.0,quebec city qc
1916,Sep,11,technology,infrastructure failure,vehicle,13,0.0,,nan,0.0,quebec city qc
2008,Apr,28,natural,meteorological - hydrological,flood,0,0.0,00000,00,0.0,quebec city qc
1957,Aug,11,technology,transportation accident,air,79,0.0,,nan,0.0,quebec city qc
1979,Mar,29,technology,transportation accident,air,17,7.0,,nan,0.0,quebec city qc
1984,May,8,conflict,terrorist,shootings,3,13.0,,nan,0.0,quebec city qc
2011,Aug,28,natural,meteorological - hydrological,storm,2,SIN,1538560000000,76992160,SIN,"quebec, new brunswick, nova scotia, prince eward island, and newfoundland and labrador"
2008,Sep,6,natural,meteorological - hydrological,storm,0,0.0,15727590000,827042,0.0,queens county pe
1989,Jul,22,natural,meteorological - hydrological,fire,0,0.0,,nan,0.0,radisson qc
1974,Oct,30,technology,transportation accident,air,32,2.0,00000,00,0.0,rae point nt
1938,Oct,10,natural,meteorological - hydrological,fire,17,0.0,,nan,0.0,rainy river and dance township on
1964,Sep,16,natural,geological,landslide,5,0.0,,nan,0.0,ramsey arm bc
1991,Jul,3,natural,meteorological - hydrological,storm,0,0.0,403877450000,29266482,0.0,red deer ab
1948,Apr,21,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,red deer river ab
2007,Apr,19,natural,meteorological - hydrological,flood,0,0.0,1258000000000,67695067,0.0,red earth first nation sk
2006,Apr,13,natural,meteorological - hydrological,flood,0,0.0,72839520000,4005840,0.0,red earth sk
1980,Jun,1,natural,meteorological - hydrological,fire,0,0.0,,nan,0.0,red lake on
1904,Apr,24,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,red river mb
1979,Apr,1,natural,meteorological - hydrological,flood,0,0.0,185573030000,27835955,0.0,red river region mb
1996,Apr,18,natural,meteorological - hydrological,flood,0,0.0,68163770000,4600479,0.0,"red river, souris river, assiniboine river and pembina river mb"
1983,May,3,natural,meteorological - hydrological,air,0,0.0,1115910000,115240,0.0,reeces corners on
1912,Jun,30,natural,meteorological - hydrological,air,28,100.0,,nan,0.0,regina sk
1995,Sep,26,natural,meteorological - hydrological,storm,0,0.0,133531200000,9145973,0.0,regina sk
2008,Jul,22,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,regina sk
1935,Jun,1,conflict,civil incident,disturbance / demonstrations,1,0.0,,nan,0.0,regina sk
1950,Nov,1,natural,meteorological - hydrological,air,0,0.0,,nan,0.0,regina sk
1975,Jun,25,natural,meteorological - hydrological,flood,0,0.0,28282220000,5851494,0.0,regina sk
1983,Jul,8,natural,meteorological - hydrological,storm,0,0.0,206141950000,21288325,0.0,regina sk
1983,Jun,24,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,regina sk and edmonton ab
1976,Jan,2,natural,meteorological - hydrological,storm,1,10.0,,nan,0.0,region of quebec city and trois-rivières qc
2011,Aug,20,technology,transportation accident,air,12,3.0,00000,00,SIN,resolute bay nu
1959,Mar,27,natural,geological,landslide,4,0.0,,nan,0.0,revelstoke bc
1972,Apr,1,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,richelieu river qc
1928,Jan,1,natural,meteorological - hydrological,flood,3,0.0,,nan,0.0,"rideau, chaudière and quyon rivers qc"
1950,Jan,1,technology,fire,non-residential,0,0.0,,nan,0.0,"rimouski and cabano, qc"
1986,Mar,30,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,riviere chaudière qc
2009,May,1,natural,meteorological - hydrological,flood,0,0.0,4591300000,240802,0.0,rock creek and henderson corner yt
1910,Mar,5,natural,meteorological - hydrological,avalanche,62,0.0,,nan,0.0,rogers pass bc
2000,Nov,27,technology,transportation accident,vehicle,6,21.0,00000,00,0.0,rogers pass bc
2009,Mar,24,natural,meteorological - hydrological,flood,0,0.0,765060000000,40125524,0.0,"roseau river first nation, sioux falls, peguis first nation, st. andrews, st. clements and selkirk mb"
2006,Dec,1,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,russell on
1988,Nov,25,natural,geological,earthquake,0,0.0,379706660000,31997752,6.0,saguenay region qc
1996,Jul,19,natural,meteorological - hydrological,flood,10,0.0,3000000000000,202474691,0.0,saguenay river valley qc
1995,Jun,6,natural,meteorological - hydrological,fire,0,0.0,34323100000,2350897,0.0,sahtu region of the northwest territories
1975,Jul,25,natural,meteorological - hydrological,air,3,59.0,,nan,0.0,saint bonaventure qc
2008,Feb,14,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,saint john nb
2008,Sep,7,natural,meteorological - hydrological,storm,0,0.0,6751030000,355006,0.0,saint john nb
1977,Jan,1,technology,fire,residential,20,0.0,,nan,0.0,saint john nb
1902,Mar,1,natural,meteorological - hydrological,flood,2,0.0,,nan,0.0,saint john river basin nb
1922,Jun,17,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,saint john river basin nb
1923,Apr,29,natural,meteorological - hydrological,flood,2,0.0,,nan,0.0,saint john river basin nb
1950,Apr,20,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,saint john river basin nb
1961,May,25,natural,meteorological - hydrological,flood,1,0.0,,nan,0.0,saint john river basin nb
1970,Feb,2,natural,meteorological - hydrological,flood,3,0.0,37370000000,11045320,0.0,saint john river basin nb
1973,Apr,27,natural,meteorological - hydrological,flood,1,0.0,73110000000,18587288,0.0,saint john river basin nb
1974,Apr,29,natural,meteorological - hydrological,flood,0,0.0,8005390000,1833295,0.0,saint john river basin nb
1976,Mar,31,natural,meteorological - hydrological,flood,2,0.0,9750000000,1881029,0.0,saint john river basin nb
1984,Apr,25,natural,meteorological - hydrological,flood,1,0.0,,nan,0.0,saint john river basin nb
1998,Mar,9,natural,meteorological - hydrological,flood,0,0.0,56367840000,3704349,0.0,saint john river nb
2008,May,30,natural,meteorological - hydrological,flood,0,0.0,210000000000,11042945,0.0,saint john river nb
1986,Apr,1,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,"saint john river, between simonds and woodstock nb"
2009,Apr,5,natural,meteorological - hydrological,flood,0,0.0,20000000000,1048951,0.0,"saint john, miramichi and restigouche river nb"
1975,Jan,1,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,"saint john, sussex corner and chaleur bay nb"
1988,Aug,23,technology,hazardous chemicals,fire,0,0.0,269310080000,22694670,0.0,saint-basile-le-grand qc
1943,Oct,19,technology,transportation accident,air,24,0.0,,nan,0.0,saint-donat qc
1990,Apr,23,technology,hazardous chemicals,fire,0,0.0,,nan,0.0,sainte-anne des plaines qc
2006,Aug,19,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,sainte-anne-des-plaines qc
1992,Mar,12,natural,meteorological - hydrological,flood,0,0.0,10123110000,723079,0.0,"sainte-brigitte-de-laval, about 40 km north of québec city qc"
1963,Nov,29,technology,transportation accident,air,118,0.0,,nan,0.0,"sainte-thérèse-de-blainville, qc"
1989,Sep,29,technology,hazardous chemicals,vehicle,1,1.0,,nan,0.0,saint-jacques qc
1971,May,1,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,saint-jean qc
1971,May,4,natural,geological,landslide,31,0.0,12500000000,3588517,0.0,saint-jean-vianney qc
1949,Sep,9,conflict,terrorist,bomb attacks,32,0.0,,nan,0.0,saint-joachim qc
1963,Dec,11,natural,geological,landslide,4,0.0,,nan,0.0,saint-joachim-de-tourelle qc
2006,Oct,28,natural,meteorological - hydrological,flood,0,0.0,00000,00,0.0,saint-joseph et vallée qc
1989,Dec,12,technology,hazardous chemicals,derailment release,0,0.0,,nan,0.0,saint-léonard d'aston qc
1988,May,8,technology,hazardous chemicals,marine release,0,0.0,,nan,0.0,saint-romuald qc
1994,Aug,4,natural,meteorological - hydrological,storm,0,0.0,111550000000,7809802,0.0,salmon arm bc
1998,Aug,10,natural,meteorological - hydrological,fire,0,0.0,30361450000,1995276,0.0,salmon arm bc
1988,May,24,technology,hazardous chemicals,leak / spill release,0,0.0,,nan,0.0,sarnia on
1989,Jan,1,technology,hazardous chemicals,derailment release,0,0.0,,nan,0.0,sarnia on
1991,Mar,27,natural,meteorological - hydrological,air,0,0.0,283106570000,20514969,0.0,sarnia on
1991,Jul,22,technology,hazardous chemicals,fire,0,0.0,,nan,0.0,sarnia on
1992,Mar,19,technology,hazardous chemicals,leak / spill release,0,0.0,,nan,0.0,sarnia on
1953,May,21,natural,meteorological - hydrological,air,7,40.0,,nan,0.0,sarnia on
1993,Jul,29,natural,meteorological - hydrological,flood,0,0.0,65037030000,4558670,0.0,saskatchewan
1994,May,22,natural,meteorological - hydrological,storm,0,0.0,95894700000,6713748,0.0,saskatchewan
1999,Jun,21,natural,meteorological - hydrological,air,0,0.0,,nan,0.0,saskatchewan
2010,Jun,29,natural,meteorological - hydrological,air,0,0.0,132390000000,6818369,0.0,saskatchewan
1939,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,,nan,0.0,saskatchewan
1974,Jan,1,natural,meteorological - hydrological,flood,0,0.0,66118000000,15141527,0.0,saskatchewan
1975,Apr,1,natural,meteorological - hydrological,flood,0,0.0,18938520000,3918314,0.0,saskatchewan
1976,Mar,1,natural,meteorological - hydrological,flood,0,0.0,19478040000,3757821,0.0,saskatchewan
1986,Jul,16,natural,meteorological - hydrological,flood,1,0.0,178898070000,16362628,0.0,saskatchewan and alberta
2009,Mar,1,natural,meteorological - hydrological,head event/drought,0,0.0,00000,00,0.0,saskatchewan and alberta
1991,Jul,11,technology,transportation accident,air,261,0.0,00000,00,0.0,saudi arabia
2007,Apr,3,natural,meteorological - hydrological,flood,0,0.0,00000,00,0.0,selkirk mb
2007,May,27,natural,meteorological - hydrological,fire,0,0.0,00000,00,0.0,sept-îles qc
1982,Apr,17,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,sherbrooke qc
2012,Jun,23,natural,meteorological - hydrological,fire,SIN,SIN,00000,00,SIN,sheshatshiu nl
1993,Apr,27,technology,hazardous chemicals,vehicle,0,0.0,,nan,0.0,shubenacadie ns
2012,Jun,23,natural,meteorological - hydrological,flood,SIN,SIN,38290000000,1887757,SIN,sicamous bc
2011,May,15,natural,meteorological - hydrological,fire,SIN,SIN,5810990000000,290791827,SIN,slave lake ab
2006,May,20,natural,meteorological - hydrological,flood,0,0.0,00000,00,0.0,slocan river bc
1985,Jan,1,technology,hazardous chemicals,vehicle,0,0.0,,nan,0.0,smiths falls on
1972,Jun,11,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,smoky and peace river basins ab
2004,Mar,24,natural,meteorological - hydrological,flood,SIN,SIN,23024730000,1319469,0.0,south central manitoba
1961,May,30,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,south central saskatchewan
2006,Dec,20,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,south coast and lower mainland bc
1996,Jan,1,natural,meteorological - hydrological,storm,0,0.0,998700000,67404,0.0,south dumfries on
2007,Jul,19,natural,meteorological - hydrological,fire,0,0.0,00000,00,0.0,south indian lake mb
1984,Apr,27,natural,meteorological - hydrological,storm,0,0.0,26864650000,2659866,0.0,"south, central and western manitoba"
2008,May,16,natural,meteorological - hydrological,storm,0,0.0,3144960000,165379,0.0,south-central manitoba
1987,Mar,28,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southcentral quebec
1997,Mar,30,natural,meteorological - hydrological,flood,0,0.0,13194750000,875758,0.0,south-central saskatchewan
2002,Jun,11,natural,meteorological - hydrological,flood,0,0.0,103762480000,6225749,0.0,southeast mb
1974,Jul,15,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,southeast yt
1995,Jun,5,natural,meteorological - hydrological,flood,0,0.0,71557070000,4901169,0.0,southeastern british columbia
2003,Jul,1,natural,meteorological - hydrological,fire,SIN,SIN,1590524480000,92832168,0.0,southeastern british columbia and southwestern alberta
1962,Mar,31,natural,meteorological - hydrological,flood,SIN,SIN,,nan,0.0,southeastern new brunswick
1981,Feb,18,natural,meteorological - hydrological,flood,0,0.0,16685900000,2022533,0.0,southeastern on
1920,Jul,22,natural,meteorological - hydrological,air,4,13.0,,nan,0.0,southeastern saskatchewan
1999,Apr,1,natural,meteorological - hydrological,flood,0,0.0,17171720000,1109045,0.0,southeastern saskatchewan
1986,May,14,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,southern alberta
1994,Jun,18,natural,meteorological - hydrological,storm,0,0.0,309691550000,21682022,0.0,southern alberta
1995,Jul,10,natural,meteorological - hydrological,storm,0,0.0,281030000000,19248630,0.0,southern alberta
2002,Jun,11,natural,meteorological - hydrological,flood,0,0.0,160541820000,9632509,0.0,southern alberta
2009,Aug,1,natural,meteorological - hydrological,storm,2,77.0,00000,00,0.0,southern alberta
1995,Jun,6,natural,meteorological - hydrological,flood,0,0.0,1546233060000,105906374,0.0,southern alberta
2005,Jun,6,natural,meteorological - hydrological,flood,2,SIN,1290493970000,72364148,0.0,southern alberta
1967,Apr,17,natural,meteorological - hydrological,storm,0,0.0,00000,00,0.0,southern alberta
2010,Jun,17,natural,meteorological - hydrological,flood,0,0.0,10316700000000,531332189,0.0,southern alberta and saskatchewan
1960,May,9,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern and central ontario
1977,Mar,13,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern and central ontario
1999,Feb,21,natural,meteorological - hydrological,storm,3,0.0,,nan,0.0,southern bc
1997,Mar,18,natural,meteorological - hydrological,storm,0,0.0,45852620000,3043315,0.0,southern british columbia
1997,May,1,natural,meteorological - hydrological,flood,0,0.0,401146880000,26624793,0.0,southern british columbia
1999,Jan,29,natural,meteorological - hydrological,storm,0,1.0,,nan,0.0,southern british columbia
2001,Sep,19,natural,meteorological - hydrological,storm,0,0.0,117430030000,7204296,0.0,southern coast of newfoundland
1994,May,18,natural,meteorological - hydrological,storm,0,0.0,90740000000,6352859,0.0,southern manitoba
1994,Aug,27,natural,meteorological - hydrological,storm,0,0.0,141962010000,9938997,0.0,southern manitoba
1995,Jul,30,natural,meteorological - hydrological,storm,0,0.0,90180000000,6176712,0.0,southern manitoba
2000,Jul,7,natural,meteorological - hydrological,flood,0,0.0,29175610000,1834944,0.0,southern manitoba
2001,Apr,1,natural,meteorological - hydrological,flood,SIN,SIN,167106260000,10251918,0.0,southern manitoba
1984,Jun,15,natural,meteorological - hydrological,storm,0,0.0,16567800000,1640376,0.0,southern manitoba
2011,Jun,2,natural,meteorological - hydrological,flood,0,0.0,383570000000,19194495,SIN,southern manitoba
1991,Aug,19,natural,meteorological - hydrological,storm,2,0.0,70212140000,5087836,0.0,southern new brunswick
2005,Apr,9,natural,meteorological - hydrological,flood,0,SIN,22782010000,1277496,0.0,southern new brunswick
1933,Oct,25,natural,meteorological - hydrological,flood,7,0.0,,nan,0.0,southern new brunswick
1994,Jan,16,natural,meteorological - hydrological,flood,0,0.0,142990000000,10010968,0.0,southern on
1994,Jan,28,natural,meteorological - hydrological,storm,0,0.0,67990000000,4760093,0.0,southern on
1994,Aug,28,natural,meteorological - hydrological,storm,0,0.0,78760000000,5514119,0.0,southern on
1947,Apr,5,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern on
1990,Aug,29,natural,meteorological - hydrological,air,0,6.0,7921670000,606250,0.0,southern ontario
1995,Jul,13,natural,meteorological - hydrological,storm,0,0.0,569100000000,38979452,0.0,southern ontario
1995,Dec,10,natural,meteorological - hydrological,storm,1,0.0,,nan,0.0,southern ontario
1999,Jan,3,natural,meteorological - hydrological,storm,11,7.0,1684690000000,108806674,0.0,southern ontario
2000,Apr,20,natural,meteorological - hydrological,storm,0,1.0,00000,00,0.0,southern ontario
1929,Jan,18,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1929,Apr,5,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1936,Mar,10,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1937,Jan,13,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1937,Apr,26,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1948,Mar,16,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1950,Mar,24,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1950,Apr,4,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1954,Feb,15,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1956,Aug,30,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1968,Jan,13,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,southern ontario
1980,Mar,21,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southern ontario
1984,Feb,13,natural,meteorological - hydrological,flood,2,0.0,,nan,0.0,southern ontario
2005,Aug,19,natural,meteorological - hydrological,air,0,4.0,5000000000000,280373832,2.0,southern ontario
1964,Dec,15,natural,meteorological - hydrological,storm,3,0.0,,nan,0.0,southern prairies
1979,Sep,13,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,southern quebec
1921,Jan,1,natural,meteorological - hydrological,head event/drought,0,0.0,,nan,0.0,southern saskatchewan
1997,Jan,1,technology,fire,non-residential,0,0.0,,nan,0.0,southwest alberta
2008,May,21,natural,meteorological - hydrological,storm,0,0.0,75350000000,3962314,0.0,southwest alberta
1980,Dec,4,natural,meteorological - hydrological,storm,3,0.0,,nan,0.0,southwest british columbia
1975,Jun,1,natural,meteorological - hydrological,flood,1,0.0,,nan,0.0,southwestern ab
1968,Feb,2,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southwestern and southern ontario
1989,Nov,8,natural,meteorological - hydrological,flood,0,0.0,31469180000,2524266,0.0,southwestern british columbia
1990,Nov,8,natural,meteorological - hydrological,flood,0,0.0,294268610000,22520557,0.0,southwestern british columbia
1991,Aug,29,natural,meteorological - hydrological,flood,0,0.0,173001200000,12536319,0.0,southwestern british columbia
1995,Nov,27,natural,meteorological - hydrological,flood,0,0.0,188352220000,12900837,0.0,southwestern british columbia
1996,Dec,29,natural,meteorological - hydrological,storm,0,0.0,2153396410000,145336091,0.0,southwestern british columbia
1994,Aug,1,natural,meteorological - hydrological,storm,0,0.0,31898730000,2233283,0.0,southwestern manitoba
1920,Mar,17,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southwestern ontario
1941,Sep,25,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,southwestern ontario
1978,Jan,26,natural,meteorological - hydrological,storm,8,400.0,,nan,0.0,southwestern ontario
1979,Mar,5,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,southwestern ontario
1972,Feb,19,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,southwestern quebec
1910,Jan,21,technology,transportation accident,rail,63,20.0,,nan,0.0,spanish river on
1905,Aug,13,natural,geological,landslide,15,0.0,,nan,0.0,spences bridge bc
