YEAR,GEO,performance_of_system,Incidents&Casualties,VALUE,Status of casualty,Type of structure
2008,ontario,alarm activated,"fire-related injuries, residential properties",243.0,SIN,SIN
2008,ontario,alarm did not activate,"fire incidents, residential properties",772.0,SIN,SIN
2008,ontario,alarm did not activate,"fire-related deaths, residential properties",13.0,SIN,SIN
2008,ontario,alarm did not activate,"fire-related injuries, residential properties",84.0,SIN,SIN
2008,ontario,unknown performance of smoke alarm device,"fire incidents, residential properties",4713.0,SIN,SIN
2008,ontario,unknown performance of smoke alarm device,"fire-related deaths, residential properties",33.0,SIN,SIN
2008,ontario,unknown performance of smoke alarm device,"fire-related injuries, residential properties",173.0,SIN,SIN
2008,manitoba,total residential fires,"fire incidents, residential properties",1106.0,SIN,SIN
2008,manitoba,total residential fires,"fire-related deaths, residential properties",19.0,SIN,SIN
2008,manitoba,total residential fires,"fire-related injuries, residential properties",4.0,SIN,SIN
2008,manitoba,no smoke alarm,"fire incidents, residential properties",166.0,SIN,SIN
2008,manitoba,no smoke alarm,"fire-related deaths, residential properties",8.0,SIN,SIN
2008,manitoba,no smoke alarm,"fire-related injuries, residential properties",1.0,SIN,SIN
2008,manitoba,alarm activated,"fire incidents, residential properties",343.0,SIN,SIN
2008,manitoba,alarm activated,"fire-related deaths, residential properties",4.0,SIN,SIN
2008,manitoba,alarm activated,"fire-related injuries, residential properties",0.0,SIN,SIN
2008,manitoba,alarm did not activate,"fire incidents, residential properties",211.0,SIN,SIN
2008,manitoba,alarm did not activate,"fire-related deaths, residential properties",2.0,SIN,SIN
2008,manitoba,alarm did not activate,"fire-related injuries, residential properties",1.0,SIN,SIN
2008,manitoba,unknown performance of smoke alarm device,"fire incidents, residential properties",386.0,SIN,SIN
2008,manitoba,unknown performance of smoke alarm device,"fire-related deaths, residential properties",5.0,SIN,SIN
2008,manitoba,unknown performance of smoke alarm device,"fire-related injuries, residential properties",2.0,SIN,SIN
2008,saskatchewan,total residential fires,"fire incidents, residential properties",SIN,SIN,SIN
2008,saskatchewan,total residential fires,"fire-related deaths, residential properties",SIN,SIN,SIN
2008,saskatchewan,total residential fires,"fire-related injuries, residential properties",SIN,SIN,SIN
2008,saskatchewan,no smoke alarm,"fire incidents, residential properties",SIN,SIN,SIN
2008,saskatchewan,no smoke alarm,"fire-related deaths, residential properties",SIN,SIN,SIN
2008,saskatchewan,no smoke alarm,"fire-related injuries, residential properties",SIN,SIN,SIN
2008,saskatchewan,alarm activated,"fire incidents, residential properties",SIN,SIN,SIN
2008,saskatchewan,alarm activated,"fire-related deaths, residential properties",SIN,SIN,SIN
2008,saskatchewan,alarm activated,"fire-related injuries, residential properties",SIN,SIN,SIN
2008,saskatchewan,alarm did not activate,"fire incidents, residential properties",SIN,SIN,SIN
2008,saskatchewan,alarm did not activate,"fire-related deaths, residential properties",SIN,SIN,SIN
2008,saskatchewan,alarm did not activate,"fire-related injuries, residential properties",SIN,SIN,SIN
2008,saskatchewan,unknown performance of smoke alarm device,"fire incidents, residential properties",SIN,SIN,SIN
2008,saskatchewan,unknown performance of smoke alarm device,"fire-related deaths, residential properties",SIN,SIN,SIN
2008,saskatchewan,unknown performance of smoke alarm device,"fire-related injuries, residential properties",SIN,SIN,SIN
2008,alberta,total residential fires,"fire incidents, residential properties",1955.0,SIN,SIN
2008,alberta,total residential fires,"fire-related deaths, residential properties",28.0,SIN,SIN
2008,alberta,total residential fires,"fire-related injuries, residential properties",154.0,SIN,SIN
2008,alberta,no smoke alarm,"fire incidents, residential properties",985.0,SIN,SIN
2008,alberta,no smoke alarm,"fire-related deaths, residential properties",14.0,SIN,SIN
2008,alberta,no smoke alarm,"fire-related injuries, residential properties",39.0,SIN,SIN
2008,alberta,alarm activated,"fire incidents, residential properties",334.0,SIN,SIN
2008,alberta,alarm activated,"fire-related deaths, residential properties",5.0,SIN,SIN
2008,alberta,alarm activated,"fire-related injuries, residential properties",46.0,SIN,SIN
2008,alberta,alarm did not activate,"fire incidents, residential properties",301.0,SIN,SIN
2008,alberta,alarm did not activate,"fire-related deaths, residential properties",4.0,SIN,SIN
2008,alberta,alarm did not activate,"fire-related injuries, residential properties",35.0,SIN,SIN
2008,alberta,unknown performance of smoke alarm device,"fire incidents, residential properties",335.0,SIN,SIN
2008,alberta,unknown performance of smoke alarm device,"fire-related deaths, residential properties",5.0,SIN,SIN
2008,alberta,unknown performance of smoke alarm device,"fire-related injuries, residential properties",34.0,SIN,SIN
2008,british columbia,total residential fires,"fire incidents, residential properties",2513.0,SIN,SIN
2008,british columbia,total residential fires,"fire-related deaths, residential properties",50.0,SIN,SIN
2008,british columbia,total residential fires,"fire-related injuries, residential properties",156.0,SIN,SIN
2008,british columbia,no smoke alarm,"fire incidents, residential properties",344.0,SIN,SIN
2008,british columbia,no smoke alarm,"fire-related deaths, residential properties",3.0,SIN,SIN
2008,british columbia,no smoke alarm,"fire-related injuries, residential properties",18.0,SIN,SIN
2008,british columbia,alarm activated,"fire incidents, residential properties",704.0,SIN,SIN
2008,british columbia,alarm activated,"fire-related deaths, residential properties",11.0,SIN,SIN
2008,british columbia,alarm activated,"fire-related injuries, residential properties",67.0,SIN,SIN
2008,british columbia,alarm did not activate,"fire incidents, residential properties",0.0,SIN,SIN
2008,british columbia,alarm did not activate,"fire-related deaths, residential properties",0.0,SIN,SIN
2008,british columbia,alarm did not activate,"fire-related injuries, residential properties",0.0,SIN,SIN
2008,british columbia,unknown performance of smoke alarm device,"fire incidents, residential properties",1465.0,SIN,SIN
2008,british columbia,unknown performance of smoke alarm device,"fire-related deaths, residential properties",36.0,SIN,SIN
2008,british columbia,unknown performance of smoke alarm device,"fire-related injuries, residential properties",71.0,SIN,SIN
2008,canada,total residential fires,"fire incidents, residential properties",42.0,SIN,SIN
2008,canada,total residential fires,"fire-related deaths, residential properties",SIN,SIN,SIN
2008,canada,total residential fires,"fire-related injuries, residential properties",SIN,SIN,SIN
2008,canada,no smoke alarm,"fire incidents, residential properties",0.0,SIN,SIN
2008,canada,no smoke alarm,"fire-related deaths, residential properties",SIN,SIN,SIN
2008,canada,no smoke alarm,"fire-related injuries, residential properties",SIN,SIN,SIN
2008,canada,alarm activated,"fire incidents, residential properties",0.0,SIN,SIN
2008,canada,alarm activated,"fire-related deaths, residential properties",SIN,SIN,SIN
2008,canada,alarm activated,"fire-related injuries, residential properties",SIN,SIN,SIN
2008,canada,alarm did not activate,"fire incidents, residential properties",0.0,SIN,SIN
2008,canada,alarm did not activate,"fire-related deaths, residential properties",SIN,SIN,SIN
2008,canada,alarm did not activate,"fire-related injuries, residential properties",SIN,SIN,SIN
2008,canada,unknown performance of smoke alarm device,"fire incidents, residential properties",42.0,SIN,SIN
2008,canada,unknown performance of smoke alarm device,"fire-related deaths, residential properties",SIN,SIN,SIN
2008,canada,unknown performance of smoke alarm device,"fire-related injuries, residential properties",SIN,SIN,SIN
2009,canada,total residential fires,"fire incidents, residential properties",12535.0,SIN,SIN
2009,canada,total residential fires,"fire-related deaths, residential properties",152.0,SIN,SIN
2009,canada,total residential fires,"fire-related injuries, residential properties",962.0,SIN,SIN
2009,canada,no smoke alarm,"fire incidents, residential properties",2696.0,SIN,SIN
2009,canada,no smoke alarm,"fire-related deaths, residential properties",27.0,SIN,SIN
2009,canada,no smoke alarm,"fire-related injuries, residential properties",176.0,SIN,SIN
2009,canada,alarm activated,"fire incidents, residential properties",4373.0,SIN,SIN
2009,canada,alarm activated,"fire-related deaths, residential properties",36.0,SIN,SIN
2009,canada,alarm activated,"fire-related injuries, residential properties",380.0,SIN,SIN
2009,canada,alarm did not activate,"fire incidents, residential properties",1803.0,SIN,SIN
2009,canada,alarm did not activate,"fire-related deaths, residential properties",25.0,SIN,SIN
2009,canada,alarm did not activate,"fire-related injuries, residential properties",145.0,SIN,SIN
2009,canada,unknown performance of smoke alarm device,"fire incidents, residential properties",3663.0,SIN,SIN
2009,canada,unknown performance of smoke alarm device,"fire-related deaths, residential properties",64.0,SIN,SIN
2009,canada,unknown performance of smoke alarm device,"fire-related injuries, residential properties",261.0,SIN,SIN
2009,ontario,total residential fires,"fire incidents, residential properties",6986.0,SIN,SIN
2009,ontario,total residential fires,"fire-related deaths, residential properties",79.0,SIN,SIN
2009,ontario,total residential fires,"fire-related injuries, residential properties",651.0,SIN,SIN
2009,ontario,no smoke alarm,"fire incidents, residential properties",1179.0,SIN,SIN
2009,ontario,no smoke alarm,"fire-related deaths, residential properties",10.0,SIN,SIN
2009,ontario,no smoke alarm,"fire-related injuries, residential properties",104.0,SIN,SIN
2009,ontario,alarm activated,"fire incidents, residential properties",2908.0,SIN,SIN
2009,ontario,alarm activated,"fire-related deaths, residential properties",24.0,SIN,SIN
2009,ontario,alarm activated,"fire-related injuries, residential properties",270.0,SIN,SIN
2009,ontario,alarm did not activate,"fire incidents, residential properties",1356.0,SIN,SIN
2009,ontario,alarm did not activate,"fire-related deaths, residential properties",17.0,SIN,SIN
2009,ontario,alarm did not activate,"fire-related injuries, residential properties",120.0,SIN,SIN
2009,ontario,unknown performance of smoke alarm device,"fire incidents, residential properties",1543.0,SIN,SIN
2009,ontario,unknown performance of smoke alarm device,"fire-related deaths, residential properties",28.0,SIN,SIN
2009,ontario,unknown performance of smoke alarm device,"fire-related injuries, residential properties",157.0,SIN,SIN
2009,manitoba,total residential fires,"fire incidents, residential properties",1168.0,SIN,SIN
2009,manitoba,total residential fires,"fire-related deaths, residential properties",15.0,SIN,SIN
2009,manitoba,total residential fires,"fire-related injuries, residential properties",8.0,SIN,SIN
2009,manitoba,no smoke alarm,"fire incidents, residential properties",204.0,SIN,SIN
2009,manitoba,no smoke alarm,"fire-related deaths, residential properties",0.0,SIN,SIN
2009,manitoba,no smoke alarm,"fire-related injuries, residential properties",0.0,SIN,SIN
2009,manitoba,alarm activated,"fire incidents, residential properties",367.0,SIN,SIN
2009,manitoba,alarm activated,"fire-related deaths, residential properties",1.0,SIN,SIN
2009,manitoba,alarm activated,"fire-related injuries, residential properties",0.0,SIN,SIN
2009,manitoba,alarm did not activate,"fire incidents, residential properties",192.0,SIN,SIN
2009,manitoba,alarm did not activate,"fire-related deaths, residential properties",3.0,SIN,SIN
2009,manitoba,alarm did not activate,"fire-related injuries, residential properties",4.0,SIN,SIN
2009,manitoba,unknown performance of smoke alarm device,"fire incidents, residential properties",405.0,SIN,SIN
2009,manitoba,unknown performance of smoke alarm device,"fire-related deaths, residential properties",11.0,SIN,SIN
2009,manitoba,unknown performance of smoke alarm device,"fire-related injuries, residential properties",4.0,SIN,SIN
